or,opt_time,pes_time,opt_minutes,pes_minutes,neighborhood,title,rent,bedrooms,pid,date,link,sqft,sourcepage,longitude,latitude,rent_sqft,region,index,price,commute
37.318+-122.0449,3173.0,5045.0,52.88333333333333,84,cupertino,►►Call for SPECIAL ►► Hot Deals! ►► You'll L,2450.0,1.0,4548203773.0,2014-07-01,http://sfbay.craigslist.org/sby/apa/4548203773.html,823.0,http://sfbay.craigslist.org/apa/index2100.html,-122.0449,37.318000000000005,2.976913730255164,sfbay,846,2450,68
37.788872+-122.447109,867.0,1906.0,14.45,31,pacific heights,2B/2B in Pac Heights! Open House both SAT 6/21 & SUN 6/22 from 12-2,3900.0,2.0,4527579809.0,2014-06-22,http://sfbay.craigslist.org/sfc/apa/4527579809.html,1250.0,http://sfbay.craigslist.org/apa/index1900.html,-122.447109,37.788872,3.12,sfbay,170,3900,22
37.38224+-122.049272,2990.0,4807.0,49.833333333333336,80,sunnyvale,4-Plex Open Sunday 10-2,1950.0,2.0,4487213266.0,2014-05-31,http://sfbay.craigslist.org/sby/apa/4487213266.html,750.0,http://sfbay.craigslist.org/apa/index1100.html,-122.049272,37.38224,2.6,sfbay,176,1950,64
37.324305+-121.902065,3594.0,5747.0,59.9,95,san jose downtown,1BR-1BA-Corner Apt.-with Ofc.Area,2319.0,1.0,4542554610.0,2014-06-27,http://sfbay.craigslist.org/sby/apa/4542554610.html,796.0,http://sfbay.craigslist.org/apa/index500.html,-121.902065,37.324305,2.913316582914573,sfbay,178,2319,77
37.877036+-122.541315,1847.0,3403.0,30.783333333333335,56,mill valley,NEW LISTING!  Sunny & Spacious Mill Valley Home w/Privacy- FOUNDATION,7750.0,4.0,4477918734.0,2014-06-02,http://sfbay.craigslist.org/nby/apa/4477918734.html,3622.0,http://sfbay.craigslist.org/apa/index3100.html,-122.541315,37.877036,2.1397018221976807,sfbay,180,7750,43
37.321916+-122.002831,3264.0,4989.0,54.4,83,cupertino,Spacious 1508 sq ft 3BR near Santa Row!,4470.0,3.0,4497674866.0,2014-05-31,http://sfbay.craigslist.org/sby/apa/4497674866.html,1508.0,http://sfbay.craigslist.org/apa/index1400.html,-122.002831,37.321916,2.9641909814323606,sfbay,181,4470,68
37.0139+-121.5773,5025.0,7742.0,83.75,129,gilroy,"Large, Newer Two-Story Corner Home Located in Oak Commons in Gilroy",2495.0,3.0,4514150825.0,2014-06-10,http://sfbay.craigslist.org/sby/apa/4514150825.html,1497.0,http://sfbay.craigslist.org/apa/index1600.html,-121.5773,37.0139,1.6666666666666667,sfbay,182,2495,106
37.98745+-122.527678,1982.0,3552.0,33.03333333333333,59,san rafael,Amazing 1 Bedroom Available Soon!,1675.0,1.0,4530884938.0,2014-06-20,http://sfbay.craigslist.org/nby/apa/4530884938.html,650.0,http://sfbay.craigslist.org/apa/index600.html,-122.527678,37.98745,2.576923076923077,sfbay,183,1675,46
37.731584+-122.439743,1028.0,2223.0,17.133333333333333,37,glen park,"TopDpulex in Safe Neighborhd w Amazing Views nr BART, GoogleStop, MUNI",3100.0,2.0,4557811758.0,2014-07-07,http://sfbay.craigslist.org/sfc/apa/4557811758.html,1e3,http://sfbay.craigslist.org/apa/index400.html,-122.43974300000001,37.73158400000001,3.1,sfbay,184,3100,27
37.879443+-122.264292,1814.0,3397.0,30.233333333333334,56,berkeley north / hills,"2BR+Large Office, Fully Furnished, Utilities Included, 3 Blocks to Cal",4998.0,2.0,4467710802.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4467710802.html,1400.0,http://sfbay.craigslist.org/apa/index3300.html,-122.264292,37.879443,3.57,sfbay,185,4998,43
37.598235+-122.396944,1789.0,3526.0,29.816666666666666,58,millbrae,SPANISH STYLE SINGLE-FAMILY HOME IN MILLBRAE HIGHLAND NEAR SHOPS FOOD,4200.0,3.0,4493255731.0,2014-05-31,http://sfbay.craigslist.org/pen/apa/4493255731.html,2200.0,http://sfbay.craigslist.org/apa/index700.html,-122.396944,37.598235,1.9090909090909092,sfbay,186,4200,43
37.702854+-122.07583,1999.0,3362.0,33.31666666666667,56,hayward / castro valley,"All new tiny garden cottage by koi pond, 1mi to BART Castro a Valley",995.0,NA,4474333359.0,2014-05-16,http://sfbay.craigslist.org/eby/apa/4474333359.html,410.0,http://sfbay.craigslist.org/apa/,-122.07583,37.702854,2.426829268292683,sfbay,187,995,44
36.952922+-122.033763,5703.0,8925.0,95.05,148,santa cruz,A Beautiful & Peaceful Place To Live! (Waitlist),1890.0,1.0,4548898498.0,2014-07-01,http://sfbay.craigslist.org/scz/apa/4548898498.html,650.0,http://sfbay.craigslist.org/apa/index300.html,-122.033763,36.952922,2.9076923076923076,sfbay,188,1890,121
36.952922+-122.033763,5703.0,8925.0,95.05,148,santa cruz,Spacious & Inviting Two Bedroom Apartment Home Now Available!,2695.0,2.0,4519140781.0,2014-06-13,http://sfbay.craigslist.org/scz/apa/4519140781.html,1030.0,http://sfbay.craigslist.org/apa/index1600.html,-122.033763,36.952922,2.616504854368932,sfbay,685,2695,121
37.260795+-121.805555,3897.0,6012.0,64.95,100,san jose south,"Large 1-bedroom, 1-Bath, between Monterey HWY & HWY 101",1395.0,1.0,4474306536.0,2014-05-16,http://sfbay.craigslist.org/sby/apa/4474306536.html,606.0,http://sfbay.craigslist.org/apa/index100.html,-121.805555,37.260795,2.301980198019802,sfbay,189,1395,82
37.566702+-122.06894,2543.0,3952.0,42.38333333333333,65,fremont / union city / newark,REMODELED 2br / 1.5ba Townhouse,1850.0,2.0,4559630654.0,2014-07-08,http://sfbay.craigslist.org/eby/apa/4559630654.html,900.0,http://sfbay.craigslist.org/apa/index400.html,-122.06894,37.566702,2.0555555555555554,sfbay,190,1850,53
37.707435+-121.88758,2555.0,3853.0,42.583333333333336,64,dublin / pleasanton / livermore,Full Size Washer/Dryer in Apartment!,3170.0,3.0,4555481044.0,2014-07-06,http://sfbay.craigslist.org/eby/apa/4555481044.html,1305.0,http://sfbay.craigslist.org/apa/index1300.html,-121.88758,37.707435,2.4291187739463602,sfbay,191,3170,53
37.794941+-122.408079,471.0,1146.0,7.85,19,nob hill,2 bed room apartment,3500.0,2.0,4556163086.0,2014-07-06,http://sfbay.craigslist.org/sfc/apa/4556163086.html,744.0,http://sfbay.craigslist.org/apa/index200.html,-122.408079,37.794941,4.704301075268817,sfbay,194,3500,13
37.913223+-122.05683,2088.0,3417.0,34.8,56,walnut creek,Brand new condo on Ironhorse Trail near Broadway Plaza!,2703.0,2.0,4559564813.0,2014-07-08,http://sfbay.craigslist.org/eby/apa/4559564813.html,1100.0,http://sfbay.craigslist.org/apa/index700.html,-122.05683,37.913223,2.457272727272727,sfbay,196,2703,45
37.930616+-122.058425,1952.0,3272.0,32.53333333333333,54,walnut creek,Finally a place you can call Home 1 bed as low as $1599. Danny,1599.0,1.0,4497530108.0,2014-05-31,http://sfbay.craigslist.org/eby/apa/4497530108.html,671.0,http://sfbay.craigslist.org/apa/index1600.html,-122.058425,37.930616,2.38301043219076,sfbay,197,1599,43
37.2568+-121.8896,3673.0,6556.0,61.21666666666667,109,san jose south,1x1 Ready for Move-In & Tours Now!!,1525.0,1.0,4478244317.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478244317.html,640.0,http://sfbay.craigslist.org/apa/index1700.html,-121.8896,37.2568,2.3828125,sfbay,200,1525,85
37.015489+-121.587796,5070.0,7770.0,84.5,129,gilroy,2 Bedroom Apartment Available Now!,1400.0,2.0,4518929739.0,2014-07-08,http://sfbay.craigslist.org/sby/apa/4518929739.html,800.0,http://sfbay.craigslist.org/apa/index1100.html,-121.587796,37.015489,1.75,sfbay,201,1400,106
37.3163+-121.9356,3474.0,5355.0,57.9,89,san jose west,Townhome in Santana Heights!!!!,3250.0,2.0,4510708414.0,2014-06-08,http://sfbay.craigslist.org/sby/apa/4510708414.html,1228.0,http://sfbay.craigslist.org/apa/index1000.html,-121.9356,37.3163,2.6465798045602607,sfbay,202,3250,73
37.3163+-121.9356,3474.0,5355.0,57.9,89,san jose west,Gorgeous Corner Home With Pool View Here At Misora!,3300.0,1.0,4548812661.0,2014-07-01,http://sfbay.craigslist.org/sby/apa/4548812661.html,998.0,http://sfbay.craigslist.org/apa/index600.html,-121.9356,37.3163,3.306613226452906,sfbay,213,3300,73
37.3163+-121.9356,3474.0,5355.0,57.9,89,san jose west,Spacious Two-Bedroom Townhouse in Santana Heights!,3499.0,2.0,4494577628.0,2014-05-29,http://sfbay.craigslist.org/sby/apa/4494577628.html,1457.0,http://sfbay.craigslist.org/apa/index1700.html,-121.9356,37.3163,2.4015099519560743,sfbay,858,3499,73
37.023139+-121.586753,4962.0,7452.0,82.7,124,gilroy,Gilroy townhouse 2 bedroom 2 bath,1675.0,2.0,4534813162.0,2014-07-10,http://sfbay.craigslist.org/sby/apa/4534813162.html,1200.0,http://sfbay.craigslist.org/apa/index100.html,-121.586753,37.023139,1.3958333333333333,sfbay,205,1675,103
37.412825+-122.106643,2868.0,4546.0,47.8,75,palo alto,Beautiful Single Story on cul de sac,5300.0,4.0,4549893587.0,2014-07-02,http://sfbay.craigslist.org/pen/apa/4549893587.html,1630.0,http://sfbay.craigslist.org/apa/index2300.html,-122.106643,37.412825,3.2515337423312882,sfbay,208,5300,61
37.307542+-121.973568,3434.0,5295.0,57.233333333333334,88,san jose west,One Bedroom Ready June 22nd Fully Remodeled!,1725.0,1.0,4524912110.0,2014-06-17,http://sfbay.craigslist.org/sby/apa/4524912110.html,650.0,http://sfbay.craigslist.org/apa/index2600.html,-121.973568,37.307542,2.6538461538461537,sfbay,210,1725,72
37.307542+-121.973568,3434.0,5295.0,57.233333333333334,88,san jose west,One Bedroom Ready July 12th Fully Remodeled!,1725.0,1.0,4526624531.0,2014-06-20,http://sfbay.craigslist.org/sby/apa/4526624531.html,700.0,http://sfbay.craigslist.org/apa/index2700.html,-121.973568,37.307542,2.4642857142857144,sfbay,275,1725,72
37.35614+-121.891266,3305.0,5127.0,55.083333333333336,85,san jose north,* Brand New Tri-level 2/2.5 Townhome w/ Attached Garage - End Unit!! *,3500.0,2.0,4514363145.0,2014-06-21,http://sfbay.craigslist.org/sby/apa/4514363145.html,1269.0,http://sfbay.craigslist.org/apa/index200.html,-121.891266,37.35614,2.7580772261623325,sfbay,212,3500,70
37.708024+-121.861553,2614.0,3965.0,43.56666666666667,66,dublin / pleasanton / livermore,"Dublin Ranch Village, 3BR., 3BA.Townhome, Great Location!",2900.0,3.0,4510284036.0,2014-06-13,http://sfbay.craigslist.org/eby/apa/4510284036.html,1679.0,http://sfbay.craigslist.org/apa/index2100.html,-121.861553,37.708024,1.7272185824895772,sfbay,215,2900,54
37.760101+-122.421425,1021.0,2228.0,17.016666666666666,37,mission district,2bd + Parking,4e3,2.0,4490784073.0,2014-05-27,http://sfbay.craigslist.org/sfc/apa/4490784073.html,850.0,http://sfbay.craigslist.org/apa/index2500.html,-122.421425,37.760101,4.705882352941177,sfbay,216,4000,27
37.34202+-122.034675,3180.0,4972.0,53.0,82,cupertino,ONE BEDROOM NEAR APPLE CUPERTINO SCHOOLS/ BRAND NEW REMODEL /POOL SPA,1950.0,1.0,4495479659.0,2014-05-30,http://sfbay.craigslist.org/sby/apa/4495479659.html,630.0,http://sfbay.craigslist.org/apa/index3500.html,-122.034675,37.34202,3.0952380952380953,sfbay,218,1950,67
38.468459+-122.759686,4156.0,6409.0,69.26666666666667,106,santa rosa,Have We Met Yet? We Could Be Neighbors Soon!,1575.0,2.0,4496677805.0,2014-06-23,http://sfbay.craigslist.org/nby/apa/4496677805.html,888.0,http://sfbay.craigslist.org/apa/index2200.html,-122.75968600000002,38.468459,1.7736486486486487,sfbay,219,1575,87
37.6196+-122.4816,1607.0,3026.0,26.783333333333335,50,pacifica,AZARI PM | Gorgeous Executive Home in East Edgemar-Pacific Manor!,5495.0,4.0,4552873677.0,2014-07-04,http://sfbay.craigslist.org/pen/apa/4552873677.html,2060.0,http://sfbay.craigslist.org/apa/index600.html,-122.4816,37.6196,2.6674757281553396,sfbay,222,5495,38
37.8321+-121.9167,2923.0,4236.0,48.71666666666667,70,danville / san ramon,5 BED 4.5 BATH HOME IN DANVILLE,5995.0,5.0,4479788472.0,2014-05-27,http://sfbay.craigslist.org/eby/apa/4479788472.html,3526.0,http://sfbay.craigslist.org/apa/index2900.html,-121.9167,37.8321,1.7002268859897902,sfbay,223,5995,59
37.3304+-121.7913,3823.0,6115.0,63.71666666666667,101,san jose east,4BD/3BA Remodeled Evergreen Valley Home! - Available Soon!,3800.0,4.0,4527367781.0,2014-06-18,http://sfbay.craigslist.org/sby/apa/4527367781.html,2706.0,http://sfbay.craigslist.org/apa/index800.html,-121.7913,37.3304,1.4042867701404287,sfbay,224,3800,82
37.7641+-122.1633,1593.0,2890.0,26.55,48,oakland lake merritt / grand,private 3 bdrm/2 bthrm single family 10 mins away from Lake Merritt,2400.0,3.0,4526740681.0,2014-06-23,http://sfbay.craigslist.org/eby/apa/4526740681.html,1500.0,http://sfbay.craigslist.org/apa/index1400.html,-122.1633,37.7641,1.6,sfbay,862,2400,37
37.39574+-121.956769,3150.0,4914.0,52.5,81,santa clara,Come See Our Luxurious and Spacious 3x2 Today!,3591.0,3.0,4536703104.0,2014-06-24,http://sfbay.craigslist.org/sby/apa/4536703104.html,1496.0,http://sfbay.craigslist.org/apa/index2300.html,-121.956769,37.39574,2.4004010695187166,sfbay,226,3591,66
37.39574+-121.956769,3150.0,4914.0,52.5,81,santa clara,Pre-lease your July apartment,3137.0,2.0,4494698122.0,2014-05-29,http://sfbay.craigslist.org/sby/apa/4494698122.html,1216.0,http://sfbay.craigslist.org/apa/index1300.html,-121.956769,37.39574,2.5797697368421053,sfbay,256,3137,66
37.39574+-121.956769,3150.0,4914.0,52.5,81,santa clara,Our Luxurious 1x1 Has Your Every Desire!!,2355.0,1.0,4542546389.0,2014-06-27,http://sfbay.craigslist.org/sby/apa/4542546389.html,804.0,http://sfbay.craigslist.org/apa/index500.html,-121.956769,37.39574,2.9291044776119404,sfbay,516,2355,66
37.39574+-121.956769,3150.0,4914.0,52.5,81,santa clara,Come See Today!!  Upgraded Beautiful 1x1 Apartment,2447.0,1.0,4512753932.0,2014-06-09,http://sfbay.craigslist.org/sby/apa/4512753932.html,804.0,http://sfbay.craigslist.org/apa/index500.html,-121.956769,37.39574,3.0435323383084576,sfbay,573,2447,66
37.39574+-121.956769,3150.0,4914.0,52.5,81,santa clara,"River Terrace-1x1 Apartment!! W/Granite Countertops, View of the Pool!",2195.0,1.0,4498941589.0,2014-06-01,http://sfbay.craigslist.org/sby/apa/4498941589.html,719.0,http://sfbay.craigslist.org/apa/index1600.html,-121.956769,37.39574,3.0528511821974966,sfbay,893,2195,66
38.023484+-121.266918,5175.0,7098.0,86.25,118,Stockon,"LOVELY 4 BEDRM 2 BATHS. GATED, QUITE, EASY FWY ACCESS",1500.0,4.0,4505061174.0,2014-07-02,http://sfbay.craigslist.org/eby/apa/4505061174.html,2162.0,http://sfbay.craigslist.org/apa/index2400.html,-121.266918,38.023484,0.6938020351526365,sfbay,228,1500,102
38.023484+-121.266918,5175.0,7098.0,86.25,118,Stockon,"LOVELY 4 BEDRM 2 BATHS. GATED, QUITE, EASY FWY ACCESS",1500.0,4.0,4444752406.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4444752406.html,2162.0,http://sfbay.craigslist.org/apa/index2100.html,-121.266918,38.023484,0.6938020351526365,sfbay,437,1500,102
37.731605+-122.430747,1062.0,2229.0,17.7,37,glen park,"Mission Terrace - Sunny 3bd, 2 full ba, spacious yard, garage",3950.0,3.0,4533476954.0,2014-06-28,http://sfbay.craigslist.org/sfc/apa/4533476954.html,1300.0,http://sfbay.craigslist.org/apa/index100.html,-122.430747,37.731605,3.0384615384615383,sfbay,231,3950,27
37.640265+-122.073706,2280.0,3669.0,38.0,61,hayward / castro valley,3 Bedroom/ 2 Bathroom duplex for $1900/month,1900.0,3.0,4480185452.0,2014-05-30,http://sfbay.craigslist.org/eby/apa/4480185452.html,1068.0,http://sfbay.craigslist.org/apa/index2800.html,-122.073706,37.640265,1.7790262172284643,sfbay,232,1900,49
36.989208+-121.857342,5938.0,9056.0,98.96666666666667,150,aptos,Aptos Day Valley 2BR/1BA House For Rent,2500.0,2.0,4548807803.0,2014-07-01,http://sfbay.craigslist.org/scz/apa/4548807803.html,1200.0,http://sfbay.craigslist.org/apa/index700.html,-121.857342,36.98920800000001,2.0833333333333335,sfbay,235,2500,124
37.5895+-122.0497,2387.0,3743.0,39.78333333333333,62,fremont / union city / newark,1BR - move in within 10 days to recieve $100 Safeway gift card,1886.0,1.0,4532304076.0,2014-06-21,http://sfbay.craigslist.org/eby/apa/4532304076.html,602.0,http://sfbay.craigslist.org/apa/index800.html,-122.0497,37.5895,3.132890365448505,sfbay,237,1886,50
37.5895+-122.0497,2387.0,3743.0,39.78333333333333,62,fremont / union city / newark,Newly Renovated Come See,1635.0,1.0,4481655081.0,2014-05-21,http://sfbay.craigslist.org/eby/apa/4481655081.html,620.0,http://sfbay.craigslist.org/apa/index1600.html,-122.0497,37.5895,2.6370967741935485,sfbay,785,1635,50
37.4087+-121.9406,3139.0,4799.0,52.31666666666667,79,san jose north,BEAUTIFUL PET FRIENDLY STUDIO EXCELLENT LOCATION,2300.0,1.0,4542133013.0,2014-06-27,http://sfbay.craigslist.org/sby/apa/4542133013.html,670.0,http://sfbay.craigslist.org/apa/index1500.html,-121.9406,37.4087,3.4328358208955225,sfbay,239,2300,65
37.4087+-121.9406,3139.0,4799.0,52.31666666666667,79,san jose north,Pristine Legend Apartment Home At An EPIC Community!,2978.0,2.0,4551931525.0,2014-07-03,http://sfbay.craigslist.org/sby/apa/4551931525.html,1100.0,http://sfbay.craigslist.org/apa/index900.html,-121.9406,37.4087,2.707272727272727,sfbay,611,2978,65
37.4087+-121.9406,3139.0,4799.0,52.31666666666667,79,san jose north,Fabulous JR 1x1 th floor _With Full Size W/D!! Epic is the life.,2105.0,1.0,4545104321.0,2014-06-29,http://sfbay.craigslist.org/sby/apa/4545104321.html,565.0,http://sfbay.craigslist.org/apa/index900.html,-121.9406,37.4087,3.725663716814159,sfbay,955,2105,65
37.7205+-122.1587,1844.0,3305.0,30.733333333333334,55,san leandro,"A ""WELCOME TO BE HOME"" 1 BDRM- SO NICE & OH SO CLOSE TO SHOP/BART/HWYS",1525.0,1.0,4473946366.0,2014-05-16,http://sfbay.craigslist.org/eby/apa/4473946366.html,850.0,http://sfbay.craigslist.org/apa/index1000.html,-122.1587,37.7205,1.7941176470588236,sfbay,240,1525,42
37.720865+-122.475223,1371.0,2805.0,22.85,46,ingleside / SFSU / CCSF,TOP FLOOR PENTHOUSE WITH AMAZING VIEW AND NEW APPLIANCES!,3225.0,2.0,4499083929.0,2014-06-01,http://sfbay.craigslist.org/sfc/apa/4499083929.html,1093.0,http://sfbay.craigslist.org/apa/index1300.html,-122.475223,37.720865,2.950594693504117,sfbay,241,3225,34
37.4601+-121.903543,3045.0,4753.0,50.75,79,milpitas,The King of our community. Our 3 Bedroom / 2 Bathroom. Welcome home!,3295.0,3.0,4537490786.0,2014-06-24,http://sfbay.craigslist.org/sby/apa/4537490786.html,1303.0,http://sfbay.craigslist.org/apa/index400.html,-121.903543,37.4601,2.5287797390636992,sfbay,243,3295,64
37.4601+-121.903543,3045.0,4753.0,50.75,79,milpitas,The King of our community. Our 3 Bedroom / 2 Bathroom. Welcome home!,3215.0,3.0,4501217497.0,2014-06-02,http://sfbay.craigslist.org/sby/apa/4501217497.html,1303.0,http://sfbay.craigslist.org/apa/index800.html,-121.903543,37.4601,2.467382962394474,sfbay,734,3215,64
37.320042+-121.960068,3538.0,5517.0,58.96666666666667,91,campbell,Remodeled Town House/Walking to Santana Row/W.D inside/Attached garage,2e3,1.0,4492276829.0,2014-05-31,http://sfbay.craigslist.org/sby/apa/4492276829.html,800.0,http://sfbay.craigslist.org/apa/index1100.html,-121.960068,37.320042,2.5,sfbay,244,2000,74
37.330771+-121.905284,3545.0,5630.0,59.083333333333336,93,san jose downtown,Looking for your PERFECT apartment? Look no further than Cahill Park!,2205.0,1.0,4486392725.0,2014-05-24,http://sfbay.craigslist.org/sby/apa/4486392725.html,793.0,http://sfbay.craigslist.org/apa/index1400.html,-121.905284,37.330771,2.780580075662043,sfbay,247,2205,76
38.2671+-122.0356,3284.0,5129.0,54.733333333333334,85,fairfield / vacaville,Experience the difference and schedule a tour of our community!,1328.0,2.0,4515804413.0,2014-06-11,http://sfbay.craigslist.org/eby/apa/4515804413.html,955.0,http://sfbay.craigslist.org/apa/index1500.html,-122.0356,38.2671,1.3905759162303666,sfbay,277,1328,69
38.050736+-122.14605,2590.0,4053.0,43.166666666666664,67,vallejo / benicia,2B Benicia Duplex Quiet Location,1450.0,2.0,4523331923.0,2014-06-16,http://sfbay.craigslist.org/eby/apa/4523331923.html,900.0,http://sfbay.craigslist.org/apa/index2300.html,-122.14605,38.050736,1.6111111111111112,sfbay,249,1450,55
37.5331+-122.2486,2218.0,3685.0,36.96666666666667,61,redwood shores,"Popular ""F"" Plan Available in July!!!",3195.0,2.0,4496105463.0,2014-05-30,http://sfbay.craigslist.org/pen/apa/4496105463.html,1031.0,http://sfbay.craigslist.org/apa/index2000.html,-122.2486,37.5331,3.098933074684772,sfbay,250,3195,48
37.337741+-121.983793,3324.0,5518.0,55.4,91,santa clara,"Cancel your gym membership....Gym, Pool & Spa Included",2110.0,1.0,4535285958.0,2014-06-23,http://sfbay.craigslist.org/sby/apa/4535285958.html,754.0,http://sfbay.craigslist.org/apa/index1500.html,-121.983793,37.337741,2.7984084880636604,sfbay,251,2110,73
37.337741+-121.983793,3324.0,5518.0,55.4,91,santa clara,Perfectly Located Garden Community! We are a MUST see!,2385.0,2.0,4492735733.0,2014-05-28,http://sfbay.craigslist.org/sby/apa/4492735733.html,1072.0,http://sfbay.craigslist.org/apa/index1800.html,-121.983793,37.337741,2.224813432835821,sfbay,361,2385,73
37.337741+-121.983793,3324.0,5518.0,55.4,91,santa clara,Stop Looking & Start Living! Bring your pet along for a tour aswell!,2035.0,1.0,4497612891.0,2014-05-31,http://sfbay.craigslist.org/sby/apa/4497612891.html,823.0,http://sfbay.craigslist.org/apa/index1600.html,-121.983793,37.337741,2.4726609963547994,sfbay,575,2035,73
37.337741+-121.983793,3324.0,5518.0,55.4,91,santa clara,Ground Floor Location with Beautiful Water Views from Private Patio!,2355.0,2.0,4486724291.0,2014-05-24,http://sfbay.craigslist.org/sby/apa/4486724291.html,1072.0,http://sfbay.craigslist.org/apa/index700.html,-121.983793,37.337741,2.1968283582089554,sfbay,834,2355,73
37.337741+-121.983793,3324.0,5518.0,55.4,91,santa clara,All the space you need!,1950.0,1.0,4494413380.0,2014-05-29,http://sfbay.craigslist.org/sby/apa/4494413380.html,754.0,http://sfbay.craigslist.org/apa/index2000.html,-121.983793,37.337741,2.586206896551724,sfbay,894,1950,73
37.788687+-122.392723,442.0,1162.0,7.366666666666666,19,SOMA / south beach,"2 Bdrm Penthouse with Bridge views! Patios, Parking and more!",5298.0,2.0,4470508569.0,2014-05-14,http://sfbay.craigslist.org/sfc/apa/4470508569.html,1224.0,http://sfbay.craigslist.org/apa/index1300.html,-122.392723,37.788687,4.328431372549019,sfbay,252,5298,13
37.788687+-122.392723,442.0,1162.0,7.366666666666666,19,SOMA / south beach,2bdrm- 7/21/14- Perfect for sharing or an office!,5139.0,2.0,4530207045.0,2014-06-20,http://sfbay.craigslist.org/sfc/apa/4530207045.html,1211.0,http://sfbay.craigslist.org/apa/index2800.html,-122.392723,37.788687,4.243600330305533,sfbay,402,5139,13
36.965915+-122.024245,5557.0,8594.0,92.61666666666666,143,santa cruz,"GREAT LOCATION, BEAUTIFULLY REMODELED, MUST SEE!! Santa Cruz -- Beach",1900.0,1.0,4515835522.0,2014-06-14,http://sfbay.craigslist.org/scz/apa/4515835522.html,881.0,http://sfbay.craigslist.org/apa/index2400.html,-122.024245,36.965915,2.1566401816118046,sfbay,253,1900,117
37.38964+-122.030771,2918.0,4751.0,48.63333333333333,79,sunnyvale,2 Bedrooms Split by a Living Room-Move In July 13th,2846.0,2.0,4551954800.0,2014-07-03,http://sfbay.craigslist.org/sby/apa/4551954800.html,910.0,http://sfbay.craigslist.org/apa/index800.html,-122.030771,37.38964,3.1274725274725275,sfbay,257,2846,63
37.38964+-122.030771,2918.0,4751.0,48.63333333333333,79,sunnyvale,"Location, Location! Live in the Heart of Silicon Valley!",2285.0,1.0,4513985702.0,2014-06-10,http://sfbay.craigslist.org/sby/apa/4513985702.html,710.0,http://sfbay.craigslist.org/apa/index1900.html,-122.030771,37.38964,3.2183098591549295,sfbay,491,2285,63
37.540392+-122.279034,2041.0,3270.0,34.016666666666666,54,san mateo,Freshly updated home in great neighborhood,2549.0,2.0,4535612776.0,2014-06-23,http://sfbay.craigslist.org/pen/apa/4535612776.html,900.0,http://sfbay.craigslist.org/apa/index700.html,-122.279034,37.540392,2.832222222222222,sfbay,259,2549,44
38.316565+-122.284226,3759.0,6588.0,62.65,109,napa county,"Ah! There is nothing like staying at home, for real comfort!!",1381.0,1.0,4515435498.0,2014-06-11,http://sfbay.craigslist.org/nby/apa/4515435498.html,685.0,http://sfbay.craigslist.org/apa/index2600.html,-122.284226,38.316565,2.016058394160584,sfbay,260,1381,85
37.229594+-121.983918,3676.0,6548.0,61.266666666666666,109,los gatos,"2 Bedroom 2 Bath-Desirable Location, Washer/Dryer, Hardwood Floors",3975.0,2.0,4480363323.0,2014-05-20,http://sfbay.craigslist.org/sby/apa/4480363323.html,1106.0,http://sfbay.craigslist.org/apa/index700.html,-121.983918,37.229594,3.594032549728752,sfbay,263,3975,85
37.938072+-122.309546,1791.0,3197.0,29.85,53,albany / el cerrito,El Cerrito Hills House. garden. Garage. Pets OK.Avail 8/1/14 (7/17 OK),2450.0,2.0,4516524858.0,2014-06-20,http://sfbay.craigslist.org/eby/apa/4516524858.html,1066.0,http://sfbay.craigslist.org/apa/index300.html,-122.309546,37.938072,2.2983114446529083,sfbay,264,2450,41
37.74386+-121.957855,2540.0,3815.0,42.333333333333336,63,danville / san ramon,Excellent Location! Great Schools! Sunny Townhouse in San Ramon,2975.0,3.0,4525778594.0,2014-06-17,http://sfbay.craigslist.org/eby/apa/4525778594.html,1656.0,http://sfbay.craigslist.org/apa/index400.html,-121.957855,37.74386,1.796497584541063,sfbay,265,2975,52
38.249261+-122.065198,2979.0,4561.0,49.65,76,fairfield / vacaville,Your Search Ends Here!,1387.0,2.0,4496088059.0,2014-05-30,http://sfbay.craigslist.org/eby/apa/4496088059.html,932.0,http://sfbay.craigslist.org/apa/index2200.html,-122.065198,38.249261,1.488197424892704,sfbay,267,1387,62
38.249261+-122.065198,2979.0,4561.0,49.65,76,fairfield / vacaville,Come and See Your New Home,1335.0,1.0,4498129158.0,2014-05-31,http://sfbay.craigslist.org/eby/apa/4498129158.html,790.0,http://sfbay.craigslist.org/apa/index500.html,-122.065198,38.249261,1.6898734177215189,sfbay,771,1335,62
38.249261+-122.065198,2979.0,4561.0,49.65,76,fairfield / vacaville,The end of your search!,1342.0,1.0,4475390213.0,2014-05-17,http://sfbay.craigslist.org/eby/apa/4475390213.html,790.0,http://sfbay.craigslist.org/apa/index700.html,-122.065198,38.249261,1.6987341772151898,sfbay,855,1342,62
38.023616+-122.532261,2215.0,3925.0,36.916666666666664,65,san rafael,Unbelievable Price! Great Space! Call Today to Schedule Appt!,2369.0,2.0,4548927970.0,2014-07-01,http://sfbay.craigslist.org/nby/apa/4548927970.html,848.0,http://sfbay.craigslist.org/apa/index300.html,-122.532261,38.023616,2.793632075471698,sfbay,268,2369,50
