or,opt_time,pes_time,opt_minutes,pes_minutes,neighborhood,title,rent,bedrooms,pid,date,link,sqft,sourcepage,longitude,latitude,rent_sqft,region,index
37.704357+-121.911587,2395.0,3702.0,39.916666666666664,61.7,dublin / pleasanton / livermore,Luxury meets comfort,2195.0,1.0,4537496429.0,2014-06-24,http://sfbay.craigslist.org/eby/apa/4537496429.html,638.0,http://sfbay.craigslist.org/apa/index300.html,-121.911587,37.704357,3.4404388714733543,sfbay,592
37.790726+-122.408902,483.0,1024.0,8.05,17.066666666666666,lower nob hill,STUDIO AVAILABLE STEPS FROM UNION SQUARE! PET FRIENDLY!,2295.0,NA,4462879032.0,2014-05-13,http://sfbay.craigslist.org/sfc/apa/4462879032.html,NA,http://sfbay.craigslist.org/apa/index800.html,-122.408902,37.790726,NA,sfbay,19
37.399846+-122.07144,2769.0,4383.0,46.15,73.05,mountain view,"Conviently located Mountain View 1bd, 1ba",2200.0,1.0,4507847133.0,2014-06-30,http://sfbay.craigslist.org/sby/apa/4507847133.html,564.0,http://sfbay.craigslist.org/apa/index2200.html,-122.07144,37.399846,3.900709219858156,sfbay,20
37.964474+-122.297865,1912.0,3544.0,31.866666666666667,59.06666666666667,"hercules, pinole, san pablo, el sob",2 BEDROOM APARTMENT-NEWLY DECORATED,1050.0,2.0,4522784957.0,2014-07-03,http://sfbay.craigslist.org/eby/apa/4522784957.html,750.0,http://sfbay.craigslist.org/apa/index2700.html,-122.297865,37.964474,1.4,sfbay,21
37.996222+-122.30268,1853.0,3284.0,30.883333333333333,54.733333333333334,"hercules, pinole, san pablo, el sob",2½ bath -- Duplex in Pinole,1800.0,3.0,4558721484.0,2014-07-08,http://sfbay.craigslist.org/eby/apa/4558721484.html,1297.0,http://sfbay.craigslist.org/apa/index2800.html,-122.30268,37.996222,1.3878180416345411,sfbay,22
37.967461+-122.043085,2137.0,3414.0,35.61666666666667,56.9,concord / pleasant hill / martinez,2 Bed/ 1 Bath townhouse available July,1345.0,2.0,4548512154.0,2014-07-01,http://sfbay.craigslist.org/eby/apa/4548512154.html,960.0,http://sfbay.craigslist.org/apa/index1400.html,-122.043085,37.967461,1.4010416666666667,sfbay,23
38.014645+-121.944441,2511.0,3808.0,41.85,63.46666666666667,pittsburg / antioch,Beautifully remodeled one bedroom apartment home!,1435.0,1.0,4509425382.0,2014-06-07,http://sfbay.craigslist.org/eby/apa/4509425382.html,705.0,http://sfbay.craigslist.org/apa/index900.html,-121.944441,38.014645,2.0354609929078014,sfbay,24
37.29565+-121.910842,3637.0,5693.0,60.61666666666667,94.88333333333334,willow glen / cambrian,Don't Miss Out! Great Location Great Deal!,2550.0,3.0,4462055855.0,2014-05-27,http://sfbay.craigslist.org/sby/apa/4462055855.html,1300.0,http://sfbay.craigslist.org/apa/index3200.html,-121.910842,37.29565,1.9615384615384615,sfbay,25
37.23387+-121.765542,3853.0,5909.0,64.21666666666667,98.48333333333333,san jose south,Fully equipped kitchen with breakfast bar!,1877.0,1.0,4512382259.0,2014-06-09,http://sfbay.craigslist.org/sby/apa/4512382259.html,720.0,http://sfbay.craigslist.org/apa/index1500.html,-121.765542,37.23387,2.6069444444444443,sfbay,26
37.23387+-121.765542,3853.0,5909.0,64.21666666666667,98.48333333333333,san jose south,Fully equipped kitchen with breakfast bar!,1935.0,1.0,4531755828.0,2014-06-21,http://sfbay.craigslist.org/sby/apa/4531755828.html,720.0,http://sfbay.craigslist.org/apa/index1900.html,-121.765542,37.23387,2.6875,sfbay,748
36.971453+-122.009761,5502.0,8333.0,91.7,138.88333333333333,santa cruz,Newer 5BR/3BA -Near UCSC-Santa Cruz/Seabright-4 Blks to Beach-Huge Rms,4295.0,5.0,4477007752.0,2014-05-20,http://sfbay.craigslist.org/scz/apa/4477007752.html,2300.0,http://sfbay.craigslist.org/apa/index200.html,-122.009761,36.971453,1.867391304347826,sfbay,27
37.3391+-121.9016,3448.0,5546.0,57.46666666666667,92.43333333333334,san jose south,Cute and private 1bd Cottage with tons of room,1350.0,1.0,4475358885.0,2014-05-17,http://sfbay.craigslist.org/sby/apa/4475358885.html,600.0,http://sfbay.craigslist.org/apa/index900.html,-121.9016,37.3391,2.25,sfbay,28
37.4601+-122.217084,2587.0,4390.0,43.11666666666667,73.16666666666667,atherton,4 bed 4 bath large estate West Atherton,7e3,4.0,4480340148.0,2014-05-20,http://sfbay.craigslist.org/pen/apa/4480340148.html,NA,http://sfbay.craigslist.org/apa/index800.html,-122.217084,37.4601,NA,sfbay,29
37.778852+-122.39275,549.0,1314.0,9.15,21.9,SOMA / south beach,FULLY FURNISHED Loft- Short Term OK - Pkg Incl,4750.0,1.0,4495195028.0,2014-05-29,http://sfbay.craigslist.org/sfc/apa/4495195028.html,1250.0,http://sfbay.craigslist.org/apa/index200.html,-122.39275,37.778852,3.8,sfbay,30
38.16176+-121.612437,4044.0,5717.0,67.4,95.28333333333333,pittsburg / antioch,$250. wkly STUDIO FULLY FURNISHED W CENTRAL HEAT & A/C,250.0,NA,4528679348.0,2014-06-19,http://sfbay.craigslist.org/eby/apa/4528679348.html,NA,http://sfbay.craigslist.org/apa/index1900.html,-121.612437,38.16176,NA,sfbay,31
37.9488+-122.050252,1978.0,3357.0,32.96666666666667,55.95,concord / pleasant hill / martinez,"1.5ba, Townhouse Apt, Pool, Clubhouse, WALK to Everything!",1350.0,2.0,4436413168.0,2014-05-21,http://sfbay.craigslist.org/eby/apa/4436413168.html,900.0,http://sfbay.craigslist.org/apa/index3200.html,-122.050252,37.9488,1.5,sfbay,32
37.636965+-122.462848,1671.0,3217.0,27.85,53.61666666666667,san bruno,"Enjoy clean,crisp living at the hilltop!",1895.0,1.0,4557136888.0,2014-07-07,http://sfbay.craigslist.org/pen/apa/4557136888.html,690.0,http://sfbay.craigslist.org/apa/index2200.html,-122.462848,37.636964999999996,2.746376811594203,sfbay,33
37.3764+-122.0238,3031.0,4961.0,50.516666666666666,82.68333333333334,sunnyvale,"Amazing Community, Affordable Rate, Visit us Today for Tour!!",2315.0,2.0,4470217047.0,2014-05-14,http://sfbay.craigslist.org/sby/apa/4470217047.html,920.0,http://sfbay.craigslist.org/apa/index1900.html,-122.0238,37.3764,2.516304347826087,sfbay,34
37.3764+-122.0238,3031.0,4961.0,50.516666666666666,82.68333333333334,sunnyvale,1BR with Lake View in Sunnyvale!,2223.0,1.0,4553861320.0,2014-07-05,http://sfbay.craigslist.org/sby/apa/4553861320.html,800.0,http://sfbay.craigslist.org/apa/index2100.html,-122.0238,37.3764,2.77875,sfbay,120
37.3764+-122.0238,3031.0,4961.0,50.516666666666666,82.68333333333334,sunnyvale,"Reno'd 13', 2x1 Cottage #18, Gas stove, yard, wood flrs! Move ASAP!",2803.0,2.0,4479663941.0,2014-05-20,http://sfbay.craigslist.org/sby/apa/4479663941.html,915.0,http://sfbay.craigslist.org/apa/index2300.html,-122.0238,37.3764,3.0633879781420763,sfbay,433
37.708034+-122.14132,1936.0,3265.0,32.266666666666666,54.416666666666664,san leandro,"Great floor plan, nice community, come checkus out!",1785.0,2.0,4519014573.0,2014-06-13,http://sfbay.craigslist.org/eby/apa/4519014573.html,885.0,http://sfbay.craigslist.org/apa/index2000.html,-122.14132,37.70803400000001,2.016949152542373,sfbay,35
37.9053+-122.0549,1993.0,3366.0,33.21666666666667,56.1,walnut creek,Newly Renovated 1 BD! Available NOW! CAll today!,1485.0,1.0,4483683922.0,2014-05-22,http://sfbay.craigslist.org/eby/apa/4483683922.html,600.0,http://sfbay.craigslist.org/apa/index400.html,-122.0549,37.9053,2.475,sfbay,36
38.369833+-121.980906,3601.0,5387.0,60.016666666666666,89.78333333333333,fairfield / vacaville,"Great Home 124 San Carlos Court, Vavaville, CA",1150.0,2.0,4542517531.0,2014-06-30,http://sfbay.craigslist.org/eby/apa/4542517531.html,824.0,http://sfbay.craigslist.org/apa/index3400.html,-121.980906,38.369833,1.395631067961165,sfbay,37
37.790292+-122.437495,765.0,1667.0,12.75,27.783333333333335,pacific heights,Victorian Studio Apartment,2e3,NA,4527276840.0,2014-06-18,http://sfbay.craigslist.org/sfc/apa/4527276840.html,NA,http://sfbay.craigslist.org/apa/index1100.html,-122.437495,37.790292,NA,sfbay,38
38.0685+-122.1614,2559.0,3995.0,42.65,66.58333333333333,vallejo / benicia,Sunset Villa Townhome-3 Bedroom!,1700.0,3.0,4523076266.0,2014-06-16,http://sfbay.craigslist.org/eby/apa/4523076266.html,NA,http://sfbay.craigslist.org/apa/index3200.html,-122.1614,38.0685,NA,sfbay,39
38.0685+-122.1614,2559.0,3995.0,42.65,66.58333333333333,vallejo / benicia,Benicia Highlands Condo,1600.0,2.0,4509128549.0,2014-06-07,http://sfbay.craigslist.org/eby/apa/4509128549.html,1087.0,http://sfbay.craigslist.org/apa/index1600.html,-122.1614,38.0685,1.4719411223551058,sfbay,418
37.3855+-122.088,2934.0,4877.0,48.9,81.28333333333333,mountain view,Charming Mtn View Location*A must see*pets welcome!!,2696.0,2.0,4512040042.0,2014-06-23,http://sfbay.craigslist.org/pen/apa/4512040042.html,1100.0,http://sfbay.craigslist.org/apa/index2100.html,-122.088,37.3855,2.4509090909090907,sfbay,40
37.3855+-122.088,2934.0,4877.0,48.9,81.28333333333333,mountain view,"Move in on June, close to google, facebook, shopping, dining...",1995.0,1.0,4446138393.0,2014-05-13,http://sfbay.craigslist.org/pen/apa/4446138393.html,776.0,http://sfbay.craigslist.org/apa/index1900.html,-122.088,37.3855,2.570876288659794,sfbay,431
37.761903+-121.950365,2471.0,3808.0,41.18333333333333,63.46666666666667,danville / san ramon,Condo for rent in San Ramon,2150.0,2.0,4472979360.0,2014-05-16,http://sfbay.craigslist.org/eby/apa/4472979360.html,943.0,http://sfbay.craigslist.org/apa/index3800.html,-121.950365,37.761903,2.2799575821845175,sfbay,41
37.787488+-122.425182,631.0,1498.0,10.516666666666667,24.966666666666665,lower pac hts,"Nice, Remodeled 1 Bedroom Apartment!",2450.0,1.0,4518049712.0,2014-06-23,http://sfbay.craigslist.org/sfc/apa/4518049712.html,NA,http://sfbay.craigslist.org/apa/index2100.html,-122.425182,37.787488,NA,sfbay,42
37.769086+-122.425804,969.0,2100.0,16.15,35.0,Quad / Dolores Market,2BR/1Bth - Utilities Included - Avail Aug 1 - Clean Quiet Spacious,4200.0,2.0,4561205546.0,2014-07-09,http://sfbay.craigslist.org/sfc/apa/4561205546.html,1e3,http://sfbay.craigslist.org/apa/index800.html,-122.425804,37.769086,4.2,sfbay,43
37.93613+-121.702957,3400.0,4998.0,56.666666666666664,83.3,brentwood / oakley,CALL NOW & GET $500 OFF YOUR 1st MONTHS RENT!!!,1575.0,2.0,4553865616.0,2014-07-05,http://sfbay.craigslist.org/eby/apa/4553865616.html,950.0,http://sfbay.craigslist.org/apa/index1900.html,-121.702957,37.93613,1.6578947368421053,sfbay,44
37.93613+-121.702957,3400.0,4998.0,56.666666666666664,83.3,brentwood / oakley,Convenient Location! Newly Renovated Floorplans!,1750.0,3.0,4478630664.0,2014-05-19,http://sfbay.craigslist.org/eby/apa/4478630664.html,1110.0,http://sfbay.craigslist.org/apa/index600.html,-121.702957,37.93613,1.5765765765765767,sfbay,140
37.545666+-122.292337,2096.0,3395.0,34.93333333333333,56.583333333333336,san mateo,Private Kitchen Island!,4428.0,2.0,4529133015.0,2014-06-19,http://sfbay.craigslist.org/pen/apa/4529133015.html,1177.0,http://sfbay.craigslist.org/apa/index700.html,-122.29233700000002,37.545666,3.762107051826678,sfbay,45
37.3924+-121.9623,3169.0,5039.0,52.81666666666667,83.98333333333333,santa clara,Beautiful Single Family home in Rivermark for Rent,3700.0,3.0,4515760515.0,2014-06-11,http://sfbay.craigslist.org/sby/apa/4515760515.html,1600.0,http://sfbay.craigslist.org/apa/index1900.html,-121.9623,37.3924,2.3125,sfbay,46
37.3924+-121.9623,3169.0,5039.0,52.81666666666667,83.98333333333333,santa clara,Beautiful Single Family home in Rivermark for Rent,3700.0,3.0,4501605465.0,2014-06-07,http://sfbay.craigslist.org/sby/apa/4501605465.html,1600.0,http://sfbay.craigslist.org/apa/index2600.html,-121.9623,37.3924,2.3125,sfbay,559
37.3924+-121.9623,3169.0,5039.0,52.81666666666667,83.98333333333333,santa clara,"1BR/1BA w/ Attached Garage, Stainless Appliances, & Granite Counters.",2671.0,1.0,4527106797.0,2014-06-18,http://sfbay.craigslist.org/sby/apa/4527106797.html,835.0,http://sfbay.craigslist.org/apa/index1500.html,-121.9623,37.3924,3.1988023952095808,sfbay,908
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,San Ramon can be affordable,NA,NA,4493364843.0,2014-05-28,http://sfbay.craigslist.org/eby/apa/4493364843.html,NA,http://sfbay.craigslist.org/apa/index300.html,-121.9155,37.7636,NA,sfbay,47
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,"""!!Don't Compromise On the Quality!!""",2514.0,2.0,4552077158.0,2014-07-03,http://sfbay.craigslist.org/eby/apa/4552077158.html,900.0,http://sfbay.craigslist.org/apa/index400.html,-121.9155,37.7636,2.7933333333333334,sfbay,104
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,3RD FLOOR/DETACH GARAGE READY TO MOVE IN NOW!!,2204.0,2.0,4491477051.0,2014-05-27,http://sfbay.craigslist.org/eby/apa/4491477051.html,1088.0,http://sfbay.craigslist.org/apa/index500.html,-121.9155,37.7636,2.025735294117647,sfbay,198
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,"Apt for Rent in San Ramon, Move in immediately",1250.0,1.0,4550562259.0,2014-07-02,http://sfbay.craigslist.org/eby/apa/4550562259.html,600.0,http://sfbay.craigslist.org/apa/index400.html,-121.9155,37.7636,2.0833333333333335,sfbay,324
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,New and ready for move in,2125.0,2.0,4497558271.0,2014-05-31,http://sfbay.craigslist.org/eby/apa/4497558271.html,1102.0,http://sfbay.craigslist.org/apa/index1200.html,-121.9155,37.7636,1.928312159709619,sfbay,387
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,Call to see if you might qualify for our Affordable program,1356.0,NA,4525143711.0,2014-06-17,http://sfbay.craigslist.org/eby/apa/4525143711.html,NA,http://sfbay.craigslist.org/apa/index2000.html,-121.9155,37.7636,NA,sfbay,820
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,Amazing summer with a new amazing apartment,1967.0,1.0,4536683540.0,2014-06-24,http://sfbay.craigslist.org/eby/apa/4536683540.html,712.0,http://sfbay.craigslist.org/apa/index2300.html,-121.9155,37.7636,2.7626404494382024,sfbay,863
37.7636+-121.9155,2803.0,4350.0,46.71666666666667,72.5,danville / san ramon,Great Location with Stellar views...Highlands Point Apartments!,2214.0,2.0,4468137969.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4468137969.html,1102.0,http://sfbay.craigslist.org/apa/index2800.html,-121.9155,37.7636,2.0090744101633393,sfbay,994
37.814692+-122.243833,1263.0,2429.0,21.05,40.483333333333334,oakland piedmont / montclair,Luxury Condolike 1 bd *OPEN SATURDAY *at top of hill w/view*,1695.0,1.0,4439968050.0,2014-05-11,http://sfbay.craigslist.org/eby/apa/4439968050.html,NA,http://sfbay.craigslist.org/apa/index800.html,-122.243833,37.814692,NA,sfbay,48
38.099797+-122.614117,2939.0,4835.0,48.983333333333334,80.58333333333333,novato,"PENDING! Spacious Home On 1/3 Acre, Nice Features --PRANDI",3150.0,4.0,4477659727.0,2014-05-27,http://sfbay.craigslist.org/nby/apa/4477659727.html,1740.0,http://sfbay.craigslist.org/apa/index3800.html,-122.614117,38.099797,1.8103448275862069,sfbay,49
37.575206+-122.338726,1868.0,3593.0,31.133333333333333,59.88333333333333,san mateo,Spacious 3BR 2 BA Coming Soon,2975.0,3.0,4528370806.0,2014-06-19,http://sfbay.craigslist.org/pen/apa/4528370806.html,NA,http://sfbay.craigslist.org/apa/index2800.html,-122.338726,37.575206,NA,sfbay,50
37.345779+-121.994606,3275.0,5353.0,54.583333333333336,89.21666666666667,santa clara,Beautiful Water View ? Pictures Say over 1000 Words,2135.0,1.0,4530935148.0,2014-06-20,http://sfbay.craigslist.org/sby/apa/4530935148.html,750.0,http://sfbay.craigslist.org/apa/index400.html,-121.994606,37.345779,2.8466666666666667,sfbay,51
37.345779+-121.994606,3275.0,5353.0,54.583333333333336,89.21666666666667,santa clara,Beautiful Water View ? Pictures Say over 1000 Words,2140.0,1.0,4546296388.0,2014-06-30,http://sfbay.craigslist.org/sby/apa/4546296388.html,750.0,http://sfbay.craigslist.org/apa/index2800.html,-121.994606,37.345779,2.8533333333333335,sfbay,922
37.9724+-122.3369,1877.0,3281.0,31.283333333333335,54.68333333333333,"hercules, pinole, san pablo, el sob",1 Remodel Bedroom with Private Backyard,NA,NA,4491130713.0,2014-05-27,http://sfbay.craigslist.org/eby/apa/4491130713.html,NA,http://sfbay.craigslist.org/apa/index1400.html,-122.3369,37.9724,NA,sfbay,52
37.9724+-122.3369,1877.0,3281.0,31.283333333333335,54.68333333333333,richmond / point / annex,Lovely large one bedroom apartment!,1590.0,1.0,4529144386.0,2014-06-19,http://sfbay.craigslist.org/eby/apa/4529144386.html,742.0,http://sfbay.craigslist.org/apa/index700.html,-122.3369,37.9724,2.142857142857143,sfbay,504
37.277417+-121.952354,3611.0,5600.0,60.18333333333333,93.33333333333333,campbell,"Cute & Spacious 1BD/1BD, 1st Floor w/Private Patio!!",1770.0,1.0,4565593512.0,2014-07-12,http://sfbay.craigslist.org/sby/apa/4565593512.html,550.0,http://sfbay.craigslist.org/apa/index1800.html,-121.952354,37.277417,3.2181818181818183,sfbay,53
37.277417+-121.952354,3611.0,5600.0,60.18333333333333,93.33333333333333,campbell,GOING FAST! Reserve Your New 2BD/1BA TODAY!!!,2095.0,2.0,4497912125.0,2014-05-31,http://sfbay.craigslist.org/sby/apa/4497912125.html,870.0,http://sfbay.craigslist.org/apa/index900.html,-121.952354,37.277417,2.4080459770114944,sfbay,725
37.761652+-122.390573,814.0,1800.0,13.566666666666666,30.0,potrero hill,Bright 2/1 DOGPATCH loft in converted historic building w parking,4400.0,2.0,4439579433.0,2014-05-16,http://sfbay.craigslist.org/sfc/apa/4439579433.html,1007.0,http://sfbay.craigslist.org/apa/index3500.html,-122.390573,37.76165200000001,4.369414101290963,sfbay,54
37.782239+-122.440963,851.0,1933.0,14.183333333333334,32.21666666666667,USF / panhandle,"Top floor corner studio hrdwd flrs, closets, lndry shrd, rtrofited",1895.0,NA,4518940711.0,2014-06-17,http://sfbay.craigslist.org/sfc/apa/4518940711.html,485.0,http://sfbay.craigslist.org/apa/,-122.44096299999998,37.782239,3.9072164948453607,sfbay,55
37.316841+-121.910966,3451.0,5416.0,57.516666666666666,90.26666666666667,willow glen / cambrian,SUMMER $PECIALS @ MOSAIC!!! ******SCHEDULE AN APPOINTMENT TODAY*****,2928.0,2.0,4489748782.0,2014-05-26,http://sfbay.craigslist.org/sby/apa/4489748782.html,1264.0,http://sfbay.craigslist.org/apa/index300.html,-121.910966,37.316841,2.3164556962025316,sfbay,56
37.316841+-121.910966,3451.0,5416.0,57.516666666666666,90.26666666666667,willow glen / cambrian,Endless Possibilities in the Perfect Location. *** 1 Month Free***,2147.0,1.0,4483137330.0,2014-05-22,http://sfbay.craigslist.org/sby/apa/4483137330.html,861.0,http://sfbay.craigslist.org/apa/index2300.html,-121.910966,37.316841,2.493612078977933,sfbay,58
37.316841+-121.910966,3451.0,5416.0,57.516666666666666,90.26666666666667,willow glen / cambrian,Your search for your new home stops at Mosaic! ***1 MONTH FREE!****,3278.0,2.0,4489026716.0,2014-05-26,http://sfbay.craigslist.org/sby/apa/4489026716.html,1341.0,http://sfbay.craigslist.org/apa/index1000.html,-121.910966,37.316841,2.4444444444444446,sfbay,206
37.316841+-121.910966,3451.0,5416.0,57.516666666666666,90.26666666666667,willow glen / cambrian,CLAIM YOUR NEW HOME BEFORE THE SUMMER RUSH!!!,2699.0,2.0,4473416661.0,2014-05-16,http://sfbay.craigslist.org/sby/apa/4473416661.html,1173.0,http://sfbay.craigslist.org/apa/index2600.html,-121.910966,37.316841,2.3009377664109123,sfbay,498
37.2685+-121.849,4070.0,5744.0,67.83333333333333,95.73333333333333,san jose south,Bella Villagio Has Everything You're Looking For!,2199.0,2.0,4491324702.0,2014-05-27,http://sfbay.craigslist.org/sby/apa/4491324702.html,1046.0,http://sfbay.craigslist.org/apa/index1000.html,-121.84899999999999,37.2685,2.1022944550669216,sfbay,57
